dt,ticker,source,url,av_relevance,av_sentiment,finbert_pos,finbert_neu,finbert_neg,title,summary
2025-10-30 14:38:00+00:00,LLY,Zacks Commentary,https://www.zacks.com/stock/news/2781689/pre-markets-down-on-questions-fed-jobs-q3-earnings,0.11123,0.260978,9.418364243174437e-06,0.9074720144271851,0.09251856058835983,"Pre-markets Down on Questions: Fed, Jobs & Q3 Earnings","Weekly Jobless Claims are not out again this Thursday morning, for the fifth straight week."
2025-10-30 14:38:00+00:00,AAPL,Zacks Commentary,https://www.zacks.com/stock/news/2781689/pre-markets-down-on-questions-fed-jobs-q3-earnings,0.166169,0.102783,9.418364243174437e-06,0.9074720144271851,0.09251856058835983,"Pre-markets Down on Questions: Fed, Jobs & Q3 Earnings","Weekly Jobless Claims are not out again this Thursday morning, for the fifth straight week."
2025-10-30 14:38:00+00:00,MA,Zacks Commentary,https://www.zacks.com/stock/news/2781689/pre-markets-down-on-questions-fed-jobs-q3-earnings,0.055751,0.174933,9.418364243174437e-06,0.9074720144271851,0.09251856058835983,"Pre-markets Down on Questions: Fed, Jobs & Q3 Earnings","Weekly Jobless Claims are not out again this Thursday morning, for the fifth straight week."
2025-10-30 14:38:00+00:00,AMZN,Zacks Commentary,https://www.zacks.com/stock/news/2781689/pre-markets-down-on-questions-fed-jobs-q3-earnings,0.166169,0.102783,9.418364243174437e-06,0.9074720144271851,0.09251856058835983,"Pre-markets Down on Questions: Fed, Jobs & Q3 Earnings","Weekly Jobless Claims are not out again this Thursday morning, for the fifth straight week."
2025-10-30 14:38:00+00:00,CROX,Zacks Commentary,https://www.zacks.com/stock/news/2781689/pre-markets-down-on-questions-fed-jobs-q3-earnings,0.11123,0.179792,9.418364243174437e-06,0.9074720144271851,0.09251856058835983,"Pre-markets Down on Questions: Fed, Jobs & Q3 Earnings","Weekly Jobless Claims are not out again this Thursday morning, for the fifth straight week."
2025-10-30 13:52:46+00:00,AAPL,Benzinga,https://www.benzinga.com/markets/tech/25/10/48528320/nvidia-effect-key-suppliers-have-already-sold-out-ai-memory-chips-for-2025,0.055364,0.090852,0.9999910593032837,6.394816409738269e-07,8.338468433066737e-06,"Nvidia Effect: Key Suppliers Have Already Sold Out AI Memory Chips For 2025 - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ","Nvidia Corp's ( NASDAQ:NVDA ) insatiable demand for advanced artificial intelligence memory chips has sparked a boom for South Korea's chip giants - propelling SK Hynix to record profits and pushing Samsung Electronics Co, Ltd ( OTC:SSNLF ) to sell out its next-generation high-bandwidth memory ( ..."
2025-10-30 13:52:46+00:00,FOREX:AMD,Benzinga,https://www.benzinga.com/markets/tech/25/10/48528320/nvidia-effect-key-suppliers-have-already-sold-out-ai-memory-chips-for-2025,0.110462,0.014341,0.9999910593032837,6.394816409738269e-07,8.338468433066737e-06,"Nvidia Effect: Key Suppliers Have Already Sold Out AI Memory Chips For 2025 - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ","Nvidia Corp's ( NASDAQ:NVDA ) insatiable demand for advanced artificial intelligence memory chips has sparked a boom for South Korea's chip giants - propelling SK Hynix to record profits and pushing Samsung Electronics Co, Ltd ( OTC:SSNLF ) to sell out its next-generation high-bandwidth memory ( ..."
2025-10-30 13:52:46+00:00,TSLA,Benzinga,https://www.benzinga.com/markets/tech/25/10/48528320/nvidia-effect-key-suppliers-have-already-sold-out-ai-memory-chips-for-2025,0.055364,0.090852,0.9999910593032837,6.394816409738269e-07,8.338468433066737e-06,"Nvidia Effect: Key Suppliers Have Already Sold Out AI Memory Chips For 2025 - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ","Nvidia Corp's ( NASDAQ:NVDA ) insatiable demand for advanced artificial intelligence memory chips has sparked a boom for South Korea's chip giants - propelling SK Hynix to record profits and pushing Samsung Electronics Co, Ltd ( OTC:SSNLF ) to sell out its next-generation high-bandwidth memory ( ..."
2025-10-30 13:52:46+00:00,GOOG,Benzinga,https://www.benzinga.com/markets/tech/25/10/48528320/nvidia-effect-key-suppliers-have-already-sold-out-ai-memory-chips-for-2025,0.055364,0.080853,0.9999910593032837,6.394816409738269e-07,8.338468433066737e-06,"Nvidia Effect: Key Suppliers Have Already Sold Out AI Memory Chips For 2025 - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ","Nvidia Corp's ( NASDAQ:NVDA ) insatiable demand for advanced artificial intelligence memory chips has sparked a boom for South Korea's chip giants - propelling SK Hynix to record profits and pushing Samsung Electronics Co, Ltd ( OTC:SSNLF ) to sell out its next-generation high-bandwidth memory ( ..."
2025-10-30 13:52:46+00:00,NVDA,Benzinga,https://www.benzinga.com/markets/tech/25/10/48528320/nvidia-effect-key-suppliers-have-already-sold-out-ai-memory-chips-for-2025,0.323078,0.218355,0.9999910593032837,6.394816409738269e-07,8.338468433066737e-06,"Nvidia Effect: Key Suppliers Have Already Sold Out AI Memory Chips For 2025 - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ","Nvidia Corp's ( NASDAQ:NVDA ) insatiable demand for advanced artificial intelligence memory chips has sparked a boom for South Korea's chip giants - propelling SK Hynix to record profits and pushing Samsung Electronics Co, Ltd ( OTC:SSNLF ) to sell out its next-generation high-bandwidth memory ( ..."
2025-10-30 13:52:46+00:00,META,Benzinga,https://www.benzinga.com/markets/tech/25/10/48528320/nvidia-effect-key-suppliers-have-already-sold-out-ai-memory-chips-for-2025,0.055364,0.080853,0.9999910593032837,6.394816409738269e-07,8.338468433066737e-06,"Nvidia Effect: Key Suppliers Have Already Sold Out AI Memory Chips For 2025 - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ","Nvidia Corp's ( NASDAQ:NVDA ) insatiable demand for advanced artificial intelligence memory chips has sparked a boom for South Korea's chip giants - propelling SK Hynix to record profits and pushing Samsung Electronics Co, Ltd ( OTC:SSNLF ) to sell out its next-generation high-bandwidth memory ( ..."
2025-10-30 13:52:46+00:00,SSNLF,Benzinga,https://www.benzinga.com/markets/tech/25/10/48528320/nvidia-effect-key-suppliers-have-already-sold-out-ai-memory-chips-for-2025,0.373112,0.203587,0.9999910593032837,6.394816409738269e-07,8.338468433066737e-06,"Nvidia Effect: Key Suppliers Have Already Sold Out AI Memory Chips For 2025 - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ","Nvidia Corp's ( NASDAQ:NVDA ) insatiable demand for advanced artificial intelligence memory chips has sparked a boom for South Korea's chip giants - propelling SK Hynix to record profits and pushing Samsung Electronics Co, Ltd ( OTC:SSNLF ) to sell out its next-generation high-bandwidth memory ( ..."
2025-10-30 13:37:00+00:00,AAPL,Motley Fool,https://www.fool.com/investing/2025/10/30/where-will-apple-stock-be-in-1-year/,0.749166,0.193597,0.9999960660934448,3.7181932839303045e-06,2.912775016739033e-07,Where Will Apple Stock Be in 1 Year?,Can Apple stock sustain its recent momentum in 2026?
2025-10-30 13:37:00+00:00,MS,Motley Fool,https://www.fool.com/investing/2025/10/30/where-will-apple-stock-be-in-1-year/,0.057215,0.064943,0.9999960660934448,3.7181932839303045e-06,2.912775016739033e-07,Where Will Apple Stock Be in 1 Year?,Can Apple stock sustain its recent momentum in 2026?
2025-10-30 13:37:00+00:00,SMWB,Motley Fool,https://www.fool.com/investing/2025/10/30/where-will-apple-stock-be-in-1-year/,0.057215,0.17599,0.9999960660934448,3.7181932839303045e-06,2.912775016739033e-07,Where Will Apple Stock Be in 1 Year?,Can Apple stock sustain its recent momentum in 2026?
2025-10-30 13:08:23+00:00,MSFT,Benzinga,https://www.benzinga.com/Opinion/25/10/48526191/how-to-trade-spy-top-tech-stocks-using-technical-analysis-51,0.168963,0.094631,6.597075116587803e-05,0.9959501028060913,0.003983824979513884,"How To Trade SPY, Top Tech Stocks Using Technical Analysis","Today stands as one of the most consequential sessions of the year, coming immediately after the Fed's 25-basis-point rate cut and a major thaw in U.S.-China trade relations."
2025-10-30 13:08:23+00:00,NVDA,Benzinga,https://www.benzinga.com/Opinion/25/10/48526191/how-to-trade-spy-top-tech-stocks-using-technical-analysis-51,0.135538,0.153594,6.597075116587803e-05,0.9959501028060913,0.003983824979513884,"How To Trade SPY, Top Tech Stocks Using Technical Analysis","Today stands as one of the most consequential sessions of the year, coming immediately after the Fed's 25-basis-point rate cut and a major thaw in U.S.-China trade relations."
2025-10-30 13:08:23+00:00,AAPL,Benzinga,https://www.benzinga.com/Opinion/25/10/48526191/how-to-trade-spy-top-tech-stocks-using-technical-analysis-51,0.202084,0.119777,6.597075116587803e-05,0.9959501028060913,0.003983824979513884,"How To Trade SPY, Top Tech Stocks Using Technical Analysis","Today stands as one of the most consequential sessions of the year, coming immediately after the Fed's 25-basis-point rate cut and a major thaw in U.S.-China trade relations."
2025-10-30 13:08:23+00:00,TSLA,Benzinga,https://www.benzinga.com/Opinion/25/10/48526191/how-to-trade-spy-top-tech-stocks-using-technical-analysis-51,0.135538,-0.009953,6.597075116587803e-05,0.9959501028060913,0.003983824979513884,"How To Trade SPY, Top Tech Stocks Using Technical Analysis","Today stands as one of the most consequential sessions of the year, coming immediately after the Fed's 25-basis-point rate cut and a major thaw in U.S.-China trade relations."
2025-10-30 12:17:21+00:00,AAPL,Benzinga,https://www.benzinga.com/trading-ideas/dividends/25/10/48524696/how-to-earn-500-a-month-from-apple-stock-ahead-of-q4-earnings,0.673559,0.179553,0.7697819471359253,0.23021529614925385,2.731188715188182e-06,How To Earn $500 A Month From Apple Stock Ahead Of Q4 Earnings - Apple  ( NASDAQ:AAPL ) ,"Apple Inc. ( NASDAQ:AAPL ) will release earnings results for the fourth quarter, after the closing bell on Thursday. Analysts expect the iPhone maker to report quarterly earnings at $1.77 per share, up from 97 cents per share in the year-ago period."
2025-10-30 11:48:26+00:00,CRYPTO:SOL,Benzinga,https://www.benzinga.com/markets/small-cap/25/10/48523884/exclusive-segg-media-unveils-300-million-web3-strategy-to-tokenize-sports-and-entertainment,0.07157,0.093531,0.7957090735435486,0.20428602397441864,4.841068857786013e-06,EXCLUSIVE: SEGG Media Unveils $300 Million Web3 Strategy To Tokenize Sports And Entertainment - Lottery.com  ( NASDAQ:SEGG ) ,"SEGG Media Corporation ( NASDAQ:SEGG ) ( formerly Lottery.com Inc. ) on Thursday announced the launch of its Web3 and Digital Asset Strategy. It is a two-year roadmap to generate sustainable on-chain yield, accelerate tokenization across sports and entertainment, and embed blockchain ..."
2025-10-30 11:48:26+00:00,CRYPTO:ETH,Benzinga,https://www.benzinga.com/markets/small-cap/25/10/48523884/exclusive-segg-media-unveils-300-million-web3-strategy-to-tokenize-sports-and-entertainment,0.142565,0.114566,0.7957090735435486,0.20428602397441864,4.841068857786013e-06,EXCLUSIVE: SEGG Media Unveils $300 Million Web3 Strategy To Tokenize Sports And Entertainment - Lottery.com  ( NASDAQ:SEGG ) ,"SEGG Media Corporation ( NASDAQ:SEGG ) ( formerly Lottery.com Inc. ) on Thursday announced the launch of its Web3 and Digital Asset Strategy. It is a two-year roadmap to generate sustainable on-chain yield, accelerate tokenization across sports and entertainment, and embed blockchain ..."
2025-10-30 11:48:26+00:00,AAPL,Benzinga,https://www.benzinga.com/markets/small-cap/25/10/48523884/exclusive-segg-media-unveils-300-million-web3-strategy-to-tokenize-sports-and-entertainment,0.07157,0.164173,0.7957090735435486,0.20428602397441864,4.841068857786013e-06,EXCLUSIVE: SEGG Media Unveils $300 Million Web3 Strategy To Tokenize Sports And Entertainment - Lottery.com  ( NASDAQ:SEGG ) ,"SEGG Media Corporation ( NASDAQ:SEGG ) ( formerly Lottery.com Inc. ) on Thursday announced the launch of its Web3 and Digital Asset Strategy. It is a two-year roadmap to generate sustainable on-chain yield, accelerate tokenization across sports and entertainment, and embed blockchain ..."
2025-10-30 11:48:26+00:00,CRYPTO:BTC,Benzinga,https://www.benzinga.com/markets/small-cap/25/10/48523884/exclusive-segg-media-unveils-300-million-web3-strategy-to-tokenize-sports-and-entertainment,0.142565,0.114566,0.7957090735435486,0.20428602397441864,4.841068857786013e-06,EXCLUSIVE: SEGG Media Unveils $300 Million Web3 Strategy To Tokenize Sports And Entertainment - Lottery.com  ( NASDAQ:SEGG ) ,"SEGG Media Corporation ( NASDAQ:SEGG ) ( formerly Lottery.com Inc. ) on Thursday announced the launch of its Web3 and Digital Asset Strategy. It is a two-year roadmap to generate sustainable on-chain yield, accelerate tokenization across sports and entertainment, and embed blockchain ..."
2025-10-30 10:20:02+00:00,IVZ,Zacks Commentary,https://www.zacks.com/stock/news/2781021/is-invesco-rafi-us-1000-etf-prf-a-strong-etf-right-now,0.187705,0.184273,0.9999984502792358,1.5074127759362455e-06,2.29312639987711e-08,Is Invesco RAFI US 1000 ETF  ( PRF )  a Strong ETF Right Now?,Smart Beta ETF report for PRF ...
2025-10-30 10:20:02+00:00,LRCX,Zacks Commentary,https://www.zacks.com/stock/news/2781020/is-ishares-msci-usa-quality-garp-etf-garp-a-strong-etf-right-now,0.125789,0.109804,0.9999964237213135,3.558457592589548e-06,4.817477261553904e-08,Is iShares MSCI USA Quality GARP ETF  ( GARP )  a Strong ETF Right Now?,Smart Beta ETF report for ...
2025-10-30 10:20:02+00:00,AAPL,Zacks Commentary,https://www.zacks.com/stock/news/2781020/is-ishares-msci-usa-quality-garp-etf-garp-a-strong-etf-right-now,0.125789,0.109804,0.9999964237213135,3.558457592589548e-06,4.817477261553904e-08,Is iShares MSCI USA Quality GARP ETF  ( GARP )  a Strong ETF Right Now?,Smart Beta ETF report for ...
2025-10-30 10:20:02+00:00,MORN,Zacks Commentary,https://www.zacks.com/stock/news/2781020/is-ishares-msci-usa-quality-garp-etf-garp-a-strong-etf-right-now,0.125789,0.263684,0.9999964237213135,3.558457592589548e-06,4.817477261553904e-08,Is iShares MSCI USA Quality GARP ETF  ( GARP )  a Strong ETF Right Now?,Smart Beta ETF report for ...
2025-10-30 10:20:02+00:00,AVGO,Zacks Commentary,https://www.zacks.com/stock/news/2781020/is-ishares-msci-usa-quality-garp-etf-garp-a-strong-etf-right-now,0.125789,0.109804,0.9999964237213135,3.558457592589548e-06,4.817477261553904e-08,Is iShares MSCI USA Quality GARP ETF  ( GARP )  a Strong ETF Right Now?,Smart Beta ETF report for ...
2025-10-30 10:20:02+00:00,MSFT,Zacks Commentary,https://www.zacks.com/stock/news/2781021/is-invesco-rafi-us-1000-etf-prf-a-strong-etf-right-now,0.125789,0.12842,0.9999984502792358,1.5074127759362455e-06,2.29312639987711e-08,Is Invesco RAFI US 1000 ETF  ( PRF )  a Strong ETF Right Now?,Smart Beta ETF report for PRF ...
2025-10-30 10:20:02+00:00,GOOG,Zacks Commentary,https://www.zacks.com/stock/news/2781021/is-invesco-rafi-us-1000-etf-prf-a-strong-etf-right-now,0.063091,0.11106,0.9999984502792358,1.5074127759362455e-06,2.29312639987711e-08,Is Invesco RAFI US 1000 ETF  ( PRF )  a Strong ETF Right Now?,Smart Beta ETF report for PRF ...
2025-10-30 10:20:02+00:00,AAPL,Zacks Commentary,https://www.zacks.com/stock/news/2781021/is-invesco-rafi-us-1000-etf-prf-a-strong-etf-right-now,0.125789,0.12842,0.9999984502792358,1.5074127759362455e-06,2.29312639987711e-08,Is Invesco RAFI US 1000 ETF  ( PRF )  a Strong ETF Right Now?,Smart Beta ETF report for PRF ...
2025-10-30 10:00:56+00:00,NVDA,Benzinga,https://www.benzinga.com/markets/tech/25/10/48520688/taiwan-semiconductor-secures-permits-to-launch-a14-wafer-fab-construction,0.249106,0.228729,0.00012567287194542587,0.999864935874939,9.38431367103476e-06,What's Going On With Taiwan Semiconductor Stock Thursday? - Taiwan Semiconductor  ( NYSE:TSM ) ,"Taiwan Semiconductor Manufacturing Co. ( NYSE:TSM ) obtained three construction permits for its new A14 wafer fabrication plant in Taichung. The chipmaker is preparing to begin construction, according to the Central Taiwan Science Park Bureau."
2025-10-30 10:00:56+00:00,AAPL,Benzinga,https://www.benzinga.com/markets/tech/25/10/48520688/taiwan-semiconductor-secures-permits-to-launch-a14-wafer-fab-construction,0.249106,0.228729,0.00012567287194542587,0.999864935874939,9.38431367103476e-06,What's Going On With Taiwan Semiconductor Stock Thursday? - Taiwan Semiconductor  ( NYSE:TSM ) ,"Taiwan Semiconductor Manufacturing Co. ( NYSE:TSM ) obtained three construction permits for its new A14 wafer fabrication plant in Taichung. The chipmaker is preparing to begin construction, according to the Central Taiwan Science Park Bureau."
2025-10-30 10:00:56+00:00,AVGO,Benzinga,https://www.benzinga.com/markets/tech/25/10/48520688/taiwan-semiconductor-secures-permits-to-launch-a14-wafer-fab-construction,0.126119,0.143735,0.00012567287194542587,0.999864935874939,9.38431367103476e-06,What's Going On With Taiwan Semiconductor Stock Thursday? - Taiwan Semiconductor  ( NYSE:TSM ) ,"Taiwan Semiconductor Manufacturing Co. ( NYSE:TSM ) obtained three construction permits for its new A14 wafer fabrication plant in Taichung. The chipmaker is preparing to begin construction, according to the Central Taiwan Science Park Bureau."
2025-10-30 10:00:56+00:00,TSM,Benzinga,https://www.benzinga.com/markets/tech/25/10/48520688/taiwan-semiconductor-secures-permits-to-launch-a14-wafer-fab-construction,0.249106,-0.212513,0.00012567287194542587,0.999864935874939,9.38431367103476e-06,What's Going On With Taiwan Semiconductor Stock Thursday? - Taiwan Semiconductor  ( NYSE:TSM ) ,"Taiwan Semiconductor Manufacturing Co. ( NYSE:TSM ) obtained three construction permits for its new A14 wafer fabrication plant in Taichung. The chipmaker is preparing to begin construction, according to the Central Taiwan Science Park Bureau."
2025-10-30 09:49:14+00:00,META,Benzinga,https://www.benzinga.com/markets/equities/25/10/48520595/stock-market-today-dow-jones-futures-slip-nasdaq-gains-following-fed-rate-cuts-big-tech-earnings,0.083687,-0.002145,0.015889616683125496,0.06887593120336533,0.9152344465255737,"Stock Market Today: Dow Jones Futures Slip, Nasdaq Gains Following Fed Rate Cuts, Big Tech Earnings-Alphabet, Meta, Amazon, Apple In Focus - SPDR S&P 500  ( ARCA:SPY ) ",U.S. stock futures swung between gains and losses on Thursday following Wednesday's mixed moves. Futures of major benchmark indices were mixed.
2025-10-30 09:49:14+00:00,CRYPTO:BTC,Benzinga,https://www.benzinga.com/markets/equities/25/10/48520595/stock-market-today-dow-jones-futures-slip-nasdaq-gains-following-fed-rate-cuts-big-tech-earnings,0.083687,-0.171309,0.015889616683125496,0.06887593120336533,0.9152344465255737,"Stock Market Today: Dow Jones Futures Slip, Nasdaq Gains Following Fed Rate Cuts, Big Tech Earnings-Alphabet, Meta, Amazon, Apple In Focus - SPDR S&P 500  ( ARCA:SPY ) ",U.S. stock futures swung between gains and losses on Thursday following Wednesday's mixed moves. Futures of major benchmark indices were mixed.
2025-10-30 09:49:14+00:00,IVZ,Benzinga,https://www.benzinga.com/markets/equities/25/10/48520595/stock-market-today-dow-jones-futures-slip-nasdaq-gains-following-fed-rate-cuts-big-tech-earnings,0.041901,0.206763,0.015889616683125496,0.06887593120336533,0.9152344465255737,"Stock Market Today: Dow Jones Futures Slip, Nasdaq Gains Following Fed Rate Cuts, Big Tech Earnings-Alphabet, Meta, Amazon, Apple In Focus - SPDR S&P 500  ( ARCA:SPY ) ",U.S. stock futures swung between gains and losses on Thursday following Wednesday's mixed moves. Futures of major benchmark indices were mixed.
2025-10-30 09:49:14+00:00,FOREX:USD,Benzinga,https://www.benzinga.com/markets/equities/25/10/48520595/stock-market-today-dow-jones-futures-slip-nasdaq-gains-following-fed-rate-cuts-big-tech-earnings,0.041901,-0.005923,0.015889616683125496,0.06887593120336533,0.9152344465255737,"Stock Market Today: Dow Jones Futures Slip, Nasdaq Gains Following Fed Rate Cuts, Big Tech Earnings-Alphabet, Meta, Amazon, Apple In Focus - SPDR S&P 500  ( ARCA:SPY ) ",U.S. stock futures swung between gains and losses on Thursday following Wednesday's mixed moves. Futures of major benchmark indices were mixed.
2025-10-30 09:49:14+00:00,GOOG,Benzinga,https://www.benzinga.com/markets/equities/25/10/48520595/stock-market-today-dow-jones-futures-slip-nasdaq-gains-following-fed-rate-cuts-big-tech-earnings,0.083687,0.138852,0.015889616683125496,0.06887593120336533,0.9152344465255737,"Stock Market Today: Dow Jones Futures Slip, Nasdaq Gains Following Fed Rate Cuts, Big Tech Earnings-Alphabet, Meta, Amazon, Apple In Focus - SPDR S&P 500  ( ARCA:SPY ) ",U.S. stock futures swung between gains and losses on Thursday following Wednesday's mixed moves. Futures of major benchmark indices were mixed.
2025-10-30 09:49:14+00:00,AAPL,Benzinga,https://www.benzinga.com/markets/equities/25/10/48520595/stock-market-today-dow-jones-futures-slip-nasdaq-gains-following-fed-rate-cuts-big-tech-earnings,0.083687,0.136093,0.015889616683125496,0.06887593120336533,0.9152344465255737,"Stock Market Today: Dow Jones Futures Slip, Nasdaq Gains Following Fed Rate Cuts, Big Tech Earnings-Alphabet, Meta, Amazon, Apple In Focus - SPDR S&P 500  ( ARCA:SPY ) ",U.S. stock futures swung between gains and losses on Thursday following Wednesday's mixed moves. Futures of major benchmark indices were mixed.
2025-10-30 09:49:14+00:00,MSFT,Benzinga,https://www.benzinga.com/markets/equities/25/10/48520595/stock-market-today-dow-jones-futures-slip-nasdaq-gains-following-fed-rate-cuts-big-tech-earnings,0.083687,0.130976,0.015889616683125496,0.06887593120336533,0.9152344465255737,"Stock Market Today: Dow Jones Futures Slip, Nasdaq Gains Following Fed Rate Cuts, Big Tech Earnings-Alphabet, Meta, Amazon, Apple In Focus - SPDR S&P 500  ( ARCA:SPY ) ",U.S. stock futures swung between gains and losses on Thursday following Wednesday's mixed moves. Futures of major benchmark indices were mixed.
2025-10-30 08:52:00+00:00,DKNG,Zacks Commentary,https://www.zacks.com/stock/news/2780992/zacks-investment-ideas-feature-highlights-apple-robinhood-coinbase-draftkings-and-flutter,0.171282,0.086253,1.5467379853362218e-05,0.9999840259552002,4.654465044495737e-07,"Zacks Investment Ideas feature highlights: Apple, Robinhood, Coinbase, DraftKings and Flutter","Zacks spotlights Apple, Robinhood, Coinbase, DraftKings, and Flutter as integrated finance reshapes investing and betting."
2025-10-30 08:52:00+00:00,AAPL,Zacks Commentary,https://www.zacks.com/stock/news/2780992/zacks-investment-ideas-feature-highlights-apple-robinhood-coinbase-draftkings-and-flutter,0.227007,0.14158,1.5467379853362218e-05,0.9999840259552002,4.654465044495737e-07,"Zacks Investment Ideas feature highlights: Apple, Robinhood, Coinbase, DraftKings and Flutter","Zacks spotlights Apple, Robinhood, Coinbase, DraftKings, and Flutter as integrated finance reshapes investing and betting."
2025-10-30 08:52:00+00:00,ICE,Zacks Commentary,https://www.zacks.com/stock/news/2780992/zacks-investment-ideas-feature-highlights-apple-robinhood-coinbase-draftkings-and-flutter,0.281584,0.162591,1.5467379853362218e-05,0.9999840259552002,4.654465044495737e-07,"Zacks Investment Ideas feature highlights: Apple, Robinhood, Coinbase, DraftKings and Flutter","Zacks spotlights Apple, Robinhood, Coinbase, DraftKings, and Flutter as integrated finance reshapes investing and betting."
2025-10-30 08:52:00+00:00,COIN,Zacks Commentary,https://www.zacks.com/stock/news/2780992/zacks-investment-ideas-feature-highlights-apple-robinhood-coinbase-draftkings-and-flutter,0.281584,0.302116,1.5467379853362218e-05,0.9999840259552002,4.654465044495737e-07,"Zacks Investment Ideas feature highlights: Apple, Robinhood, Coinbase, DraftKings and Flutter","Zacks spotlights Apple, Robinhood, Coinbase, DraftKings, and Flutter as integrated finance reshapes investing and betting."
2025-10-30 08:52:00+00:00,CRYPTO:BTC,Zacks Commentary,https://www.zacks.com/stock/news/2780992/zacks-investment-ideas-feature-highlights-apple-robinhood-coinbase-draftkings-and-flutter,0.05749,0.043215,1.5467379853362218e-05,0.9999840259552002,4.654465044495737e-07,"Zacks Investment Ideas feature highlights: Apple, Robinhood, Coinbase, DraftKings and Flutter","Zacks spotlights Apple, Robinhood, Coinbase, DraftKings, and Flutter as integrated finance reshapes investing and betting."
